,cellphone_id,brand,model,operating system,internal memory,RAM,performance,main camera,selfie camera,battery size,screen size,weight,price,release year,url,user_id,rating
11,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,208,7
12,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,215,9
13,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,226,10
14,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,227,8
15,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,235,10
16,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,244,9
17,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,246,8
18,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,253,8
19,0,apple,iphone se,ios,128,4,7.23,12,7,2018,4.7,144,429,2022,https://images.idgesg.net/images/article/2019/05/iphone-se-100795727-orig.jpg,257,7
20,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,6,2
21,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,36,6
22,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,38,7
23,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,56,9
24,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,85,10
25,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,91,9
26,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,113,5
27,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,120,7
28,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,126,7
29,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,137,7
30,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,148,10
31,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,156,10
32,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,169,5
33,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,178,10
34,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,194,9
35,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,203,4
36,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,226,9
37,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,234,10
38,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,235,10
39,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,236,10
40,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,240,8
41,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,242,7
42,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,254,5
43,1,apple,iphone 13 mini,ios,128,4,7.72,12,12,2438,5.4,141,699,2021,https://fdn.gsmarena.com/imgroot/reviews/21/apple-iphone-13-mini/lifestyle/-1200w5/gsmarena_009.jpg,255,10
44,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",25,9
45,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",29,6
46,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",30,5
47,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",32,9
48,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",33,10
49,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",36,10
50,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",38,8
51,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",80,9
52,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",84,10
53,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",85,10
54,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",91,9
55,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",98,9
56,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",115,6
57,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",123,6
58,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",129,10
59,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",148,10
60,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",164,7
61,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",169,10
62,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",183,8
63,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",208,8
64,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",211,8
65,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",227,7
66,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",237,6
67,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",245,6
68,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",251,7
69,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",256,7
70,2,apple,iphone 13,ios,128,4,7.75,12,12,3240,6.1,174,699,2021,"https://substackcdn.com/image/fetch/f_auto,q_auto:good,fl_progressive:steep/https://substack-post-media.s3.amazonaws.com/public/images/028e0308-738c-4faa-a82f-23d17c19709a_2310x1300.jpeg",257,6
71,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,0,10
72,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,1,10
73,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,10,9
74,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,24,10
75,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,26,10
76,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,28,10
77,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,52,2
78,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,79,9
79,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,99,10
80,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,110,3
81,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,112,8
82,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,113,10
83,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,114,7
84,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,115,7
85,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,116,10
86,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,119,1
87,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,123,8
88,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,140,8
89,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,144,10
90,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,148,10
91,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,162,8
92,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,169,10
93,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,194,6
94,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,211,8
95,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,215,7
96,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,227,10
97,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,232,7
98,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,236,10
99,3,apple,iphone 13 pro,ios,256,6,7.94,12,12,3065,6.1,204,999,2021,https://images.priceoye.pk/apple-iphone-14-pro-max-pakistan-priceoye-4hr9p.jpg,253,4
100,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,1,7
101,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,10,9
102,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,26,9
103,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,27,10
104,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,30,7
105,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,35,1
106,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,53,9
107,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,85,10
108,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,99,10
109,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,105,10
110,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,106,6
111,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,111,1
112,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,113,10
113,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,114,7
114,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,116,10
115,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,126,9
116,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,128,6
117,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,129,8
118,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,143,8
119,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,152,8
120,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,154,10
121,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,162,6
122,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,164,4
123,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,178,10
124,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,231,6
125,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,238,8
126,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,242,8
127,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,245,8
128,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,251,8
129,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,252,6
130,4,apple,iphone 13 pro max,ios,256,6,8.01,12,12,4352,6.7,240,1199,2021,https://prixcameroun.com/wp-content/uploads/2022/03/apple-iphone-13-pro-max.jpg,253,8
